Serial No,Date,Amount,Category,Description
2501,16-04-2023,32.31,Expense,Bonus
2502,16-04-2023,954.57,Income,Bonus
2503,16-04-2023,769.95,Expense,Interest
2504,16-04-2023,865.58,Expense,Interest
2505,16-04-2023,774.34,Expense,Car Maintenance
2506,17-04-2023,804.04,Expense,Subscriptions
2507,18-04-2023,836.22,Expense,Interest
2508,18-04-2023,184.76,Expense,Transport
2509,18-04-2023,574.41,Expense,Shopping
2510,18-04-2023,605.27,Income,Rent
2511,19-04-2023,10.71,Expense,Dining Out
2512,20-04-2023,782.97,Income,Shopping
2513,21-04-2023,127.37,Income,Shopping
2514,22-04-2023,41.97,Expense,Freelance
2515,22-04-2023,894.98,Income,Movies
2516,22-04-2023,438.63,Income,Internet Bill
2517,23-04-2023,775.51,Expense,Transport
2518,23-04-2023,421.7,Income,Internet Bill
2519,23-04-2023,432.87,Income,Internet Bill
2520,23-04-2023,285.36,Expense,Groceries
2521,23-04-2023,817.58,Expense,Entertainment
2522,24-04-2023,955.81,Expense,Shopping
2523,24-04-2023,682.51,Income,Utilities
2524,24-04-2023,819.07,Expense,Transport
2525,25-04-2023,927.84,Income,Transport
2526,26-04-2023,787.5,Expense,Subscriptions
2527,27-04-2023,109.49,Income,Subscriptions
2528,28-04-2023,630.74,Expense,Freelance
2529,28-04-2023,793.23,Income,Freelance
2530,29-04-2023,675.24,Expense,Car Maintenance
2531,29-04-2023,740.7,Expense,Car Maintenance
2532,29-04-2023,808.17,Income,Utilities
2533,29-04-2023,419.98,Expense,Entertainment
2534,30-04-2023,160.76,Income,Internet Bill
2535,30-04-2023,188.0,Income,Salary
2536,30-04-2023,650.73,Expense,Bonus
2537,30-04-2023,468.3,Income,Car Maintenance
2538,30-04-2023,460.77,Expense,Subscriptions
2539,01-05-2023,70.42,Income,Coffee
2540,01-05-2023,658.62,Income,Bonus
2541,01-05-2023,898.52,Income,Salary
2542,01-05-2023,833.65,Expense,Car Maintenance
2543,02-05-2023,632.12,Income,Interest
2544,02-05-2023,540.25,Income,Subscriptions
2545,02-05-2023,617.69,Expense,Groceries
2546,02-05-2023,960.53,Expense,Bonus
2547,02-05-2023,829.74,Income,Car Maintenance
2548,03-05-2023,61.88,Income,Internet Bill
2549,03-05-2023,82.18,Income,Dining Out
2550,04-05-2023,838.12,Expense,Coffee
2551,04-05-2023,160.17,Income,Bonus
2552,05-05-2023,166.73,Expense,Utilities
2553,05-05-2023,521.79,Income,Coffee
2554,05-05-2023,200.23,Expense,Shopping
2555,05-05-2023,794.32,Expense,Internet Bill
2556,06-05-2023,351.33,Expense,Salary
2557,06-05-2023,841.57,Expense,Entertainment
2558,06-05-2023,347.8,Expense,Movies
2559,07-05-2023,343.94,Expense,Utilities
2560,07-05-2023,886.68,Income,Internet Bill
2561,08-05-2023,916.57,Income,Groceries
2562,08-05-2023,187.24,Income,Salary
2563,08-05-2023,130.47,Expense,Utilities
2564,08-05-2023,790.75,Income,Freelance
2565,09-05-2023,270.49,Income,Internet Bill
2566,09-05-2023,87.21,Expense,Movies
2567,10-05-2023,468.53,Income,Shopping
2568,10-05-2023,677.51,Income,Dining Out
2569,10-05-2023,98.04,Expense,Coffee
2570,10-05-2023,994.09,Income,Utilities
2571,10-05-2023,255.01,Expense,Car Maintenance
2572,11-05-2023,703.41,Income,Groceries
2573,11-05-2023,125.94,Income,Salary
2574,11-05-2023,999.23,Expense,Groceries
2575,12-05-2023,462.62,Expense,Freelance
2576,12-05-2023,897.2,Income,Entertainment
2577,12-05-2023,315.81,Expense,Subscriptions
2578,12-05-2023,795.4,Expense,Transport
2579,12-05-2023,224.55,Income,Movies
2580,13-05-2023,988.08,Expense,Groceries
2581,13-05-2023,314.49,Expense,Groceries
2582,13-05-2023,893.79,Expense,Dining Out
2583,13-05-2023,238.01,Expense,Dining Out
2584,14-05-2023,648.94,Income,Utilities
2585,14-05-2023,819.7,Income,Rent
2586,14-05-2023,922.0,Expense,Utilities
2587,14-05-2023,220.83,Expense,Car Maintenance
2588,15-05-2023,557.8,Expense,Subscriptions
2589,15-05-2023,260.04,Expense,Entertainment
2590,15-05-2023,935.26,Income,Groceries
2591,15-05-2023,961.91,Expense,Bonus
2592,16-05-2023,674.15,Income,Movies
2593,16-05-2023,866.06,Income,Internet Bill
2594,17-05-2023,833.58,Income,Shopping
2595,18-05-2023,248.02,Income,Dining Out
2596,18-05-2023,266.52,Income,Subscriptions
2597,18-05-2023,691.26,Income,Internet Bill
2598,18-05-2023,29.61,Expense,Rent
2599,19-05-2023,25.8,Expense,Subscriptions
2600,19-05-2023,67.96,Expense,Shopping
2601,20-05-2023,20.77,Expense,Shopping
2602,21-05-2023,394.18,Income,Groceries
2603,21-05-2023,574.69,Income,Rent
2604,22-05-2023,277.75,Income,Freelance
2605,23-05-2023,238.48,Expense,Freelance
2606,23-05-2023,815.92,Expense,Salary
2607,23-05-2023,328.79,Income,Freelance
2608,24-05-2023,701.71,Income,Entertainment
2609,24-05-2023,578.53,Expense,Dining Out
2610,24-05-2023,956.31,Expense,Car Maintenance
2611,24-05-2023,257.29,Income,Coffee
2612,25-05-2023,180.99,Expense,Interest
2613,25-05-2023,79.09,Expense,Interest
2614,26-05-2023,638.63,Expense,Movies
2615,26-05-2023,313.62,Expense,Dining Out
2616,26-05-2023,472.34,Income,Movies
2617,26-05-2023,780.89,Income,Utilities
2618,27-05-2023,227.29,Income,Movies
2619,27-05-2023,721.12,Expense,Entertainment
2620,27-05-2023,700.64,Expense,Transport
2621,27-05-2023,592.02,Expense,Dining Out
2622,27-05-2023,345.76,Income,Groceries
2623,28-05-2023,776.52,Expense,Utilities
2624,28-05-2023,741.53,Expense,Subscriptions
2625,28-05-2023,479.33,Income,Dining Out
2626,28-05-2023,154.12,Income,Interest
2627,29-05-2023,169.4,Income,Coffee
2628,30-05-2023,197.26,Income,Rent
2629,31-05-2023,92.19,Expense,Salary
2630,31-05-2023,806.31,Expense,Freelance
2631,31-05-2023,567.84,Expense,Internet Bill
2632,01-06-2023,835.15,Expense,Movies
2633,01-06-2023,249.99,Income,Internet Bill
2634,01-06-2023,860.1,Income,Salary
2635,02-06-2023,884.48,Expense,Car Maintenance
2636,02-06-2023,710.16,Expense,Bonus
2637,02-06-2023,536.62,Expense,Entertainment
2638,02-06-2023,614.22,Expense,Coffee
2639,03-06-2023,695.65,Income,Entertainment
2640,03-06-2023,942.87,Expense,Coffee
2641,03-06-2023,90.63,Income,Shopping
2642,03-06-2023,473.34,Income,Bonus
2643,04-06-2023,149.99,Income,Utilities
2644,04-06-2023,441.78,Income,Car Maintenance
2645,04-06-2023,404.89,Income,Entertainment
2646,04-06-2023,264.22,Income,Movies
2647,05-06-2023,761.11,Income,Subscriptions
2648,05-06-2023,774.27,Expense,Coffee
2649,05-06-2023,169.02,Expense,Dining Out
2650,05-06-2023,96.18,Income,Movies
2651,06-06-2023,65.79,Expense,Dining Out
2652,07-06-2023,675.4,Expense,Utilities
2653,07-06-2023,524.7,Income,Bonus
2654,07-06-2023,488.46,Income,Car Maintenance
2655,08-06-2023,842.34,Expense,Transport
2656,09-06-2023,238.18,Income,Bonus
2657,09-06-2023,814.98,Income,Coffee
2658,09-06-2023,146.55,Expense,Bonus
2659,09-06-2023,856.31,Income,Coffee
2660,09-06-2023,109.02,Income,Interest
2661,10-06-2023,437.89,Income,Rent
2662,10-06-2023,406.75,Income,Salary
2663,10-06-2023,502.21,Expense,Entertainment
2664,10-06-2023,476.3,Income,Coffee
2665,10-06-2023,977.0,Income,Transport
2666,11-06-2023,423.88,Expense,Subscriptions
2667,11-06-2023,372.2,Expense,Car Maintenance
2668,11-06-2023,716.8,Expense,Utilities
2669,12-06-2023,856.66,Income,Entertainment
2670,12-06-2023,348.61,Income,Salary
2671,12-06-2023,454.79,Income,Rent
2672,12-06-2023,375.33,Income,Transport
2673,12-06-2023,808.18,Expense,Transport
2674,13-06-2023,112.29,Expense,Car Maintenance
2675,13-06-2023,657.42,Expense,Rent
2676,13-06-2023,433.36,Expense,Utilities
2677,13-06-2023,379.85,Expense,Coffee
2678,13-06-2023,348.19,Expense,Movies
2679,14-06-2023,459.92,Income,Transport
2680,14-06-2023,526.49,Expense,Interest
2681,15-06-2023,246.07,Income,Salary
2682,15-06-2023,334.11,Income,Shopping
2683,15-06-2023,192.16,Expense,Interest
2684,15-06-2023,971.86,Expense,Groceries
2685,16-06-2023,199.59,Expense,Utilities
2686,17-06-2023,57.9,Income,Groceries
2687,17-06-2023,818.64,Expense,Utilities
2688,17-06-2023,441.3,Income,Coffee
2689,18-06-2023,638.01,Income,Groceries
2690,18-06-2023,441.75,Expense,Rent
2691,18-06-2023,601.65,Income,Car Maintenance
2692,18-06-2023,113.97,Income,Shopping
2693,19-06-2023,964.42,Income,Utilities
2694,20-06-2023,160.91,Income,Interest
2695,20-06-2023,162.71,Expense,Car Maintenance
2696,20-06-2023,56.16,Expense,Rent
2697,21-06-2023,686.46,Expense,Subscriptions
2698,21-06-2023,73.25,Expense,Utilities
2699,21-06-2023,148.18,Expense,Transport
2700,22-06-2023,587.77,Expense,Bonus
2701,23-06-2023,518.6,Income,Internet Bill
2702,24-06-2023,652.27,Expense,Subscriptions
2703,24-06-2023,176.59,Expense,Movies
2704,25-06-2023,660.34,Income,Freelance
2705,25-06-2023,32.46,Income,Freelance
2706,26-06-2023,618.94,Income,Salary
2707,26-06-2023,848.83,Income,Utilities
2708,26-06-2023,304.32,Income,Shopping
2709,26-06-2023,29.62,Expense,Entertainment
2710,26-06-2023,766.0,Expense,Groceries
2711,27-06-2023,130.32,Expense,Subscriptions
2712,28-06-2023,829.43,Expense,Transport
2713,28-06-2023,572.32,Income,Subscriptions
2714,28-06-2023,99.31,Income,Shopping
2715,29-06-2023,944.23,Expense,Transport
2716,29-06-2023,897.04,Expense,Entertainment
2717,29-06-2023,626.87,Income,Rent
2718,29-06-2023,427.08,Expense,Movies
2719,29-06-2023,468.9,Income,Interest
2720,30-06-2023,169.28,Expense,Transport
2721,30-06-2023,400.39,Expense,Interest
2722,30-06-2023,153.16,Expense,Salary
2723,30-06-2023,681.75,Expense,Car Maintenance
2724,01-07-2023,196.16,Expense,Coffee
2725,02-07-2023,671.52,Expense,Bonus
2726,02-07-2023,707.49,Expense,Shopping
2727,02-07-2023,99.3,Income,Subscriptions
2728,02-07-2023,332.58,Expense,Dining Out
2729,03-07-2023,597.56,Income,Transport
2730,03-07-2023,198.69,Income,Salary
2731,03-07-2023,573.67,Expense,Utilities
2732,04-07-2023,719.55,Expense,Entertainment
2733,05-07-2023,741.48,Expense,Movies
2734,05-07-2023,230.51,Expense,Interest
2735,05-07-2023,74.63,Expense,Rent
2736,05-07-2023,162.51,Expense,Freelance
2737,06-07-2023,71.21,Income,Salary
2738,06-07-2023,480.61,Expense,Dining Out
2739,07-07-2023,840.28,Expense,Bonus
2740,07-07-2023,660.27,Income,Rent
2741,07-07-2023,740.76,Income,Movies
2742,07-07-2023,321.98,Income,Utilities
2743,08-07-2023,820.19,Income,Salary
2744,09-07-2023,632.91,Income,Rent
2745,09-07-2023,965.6,Income,Interest
2746,09-07-2023,289.02,Income,Shopping
2747,09-07-2023,239.09,Expense,Interest
2748,09-07-2023,511.49,Expense,Internet Bill
2749,10-07-2023,122.87,Expense,Shopping
2750,10-07-2023,309.04,Income,Coffee
2751,10-07-2023,897.22,Expense,Transport
2752,10-07-2023,220.76,Expense,Groceries
2753,11-07-2023,606.59,Income,Bonus
2754,11-07-2023,484.01,Income,Dining Out
2755,11-07-2023,328.75,Income,Rent
2756,12-07-2023,324.3,Income,Entertainment
2757,12-07-2023,273.41,Expense,Bonus
2758,12-07-2023,730.54,Income,Transport
2759,12-07-2023,680.18,Income,Groceries
2760,12-07-2023,450.76,Income,Salary
2761,13-07-2023,530.04,Income,Freelance
2762,13-07-2023,212.4,Expense,Car Maintenance
2763,14-07-2023,705.79,Income,Movies
2764,14-07-2023,666.75,Income,Subscriptions
2765,15-07-2023,513.07,Expense,Entertainment
2766,15-07-2023,749.86,Expense,Movies
2767,15-07-2023,240.18,Income,Entertainment
2768,15-07-2023,727.91,Expense,Groceries
2769,16-07-2023,403.28,Income,Groceries
2770,16-07-2023,893.66,Income,Bonus
2771,16-07-2023,145.62,Expense,Freelance
2772,17-07-2023,567.31,Income,Freelance
2773,17-07-2023,658.92,Expense,Internet Bill
2774,17-07-2023,330.37,Income,Interest
2775,17-07-2023,470.58,Expense,Transport
2776,18-07-2023,129.16,Income,Salary
2777,18-07-2023,206.48,Income,Bonus
2778,19-07-2023,678.62,Expense,Freelance
2779,19-07-2023,561.11,Expense,Transport
2780,19-07-2023,242.79,Income,Coffee
2781,19-07-2023,167.13,Income,Bonus
2782,20-07-2023,738.67,Income,Bonus
2783,20-07-2023,418.5,Expense,Rent
2784,20-07-2023,240.8,Expense,Entertainment
2785,20-07-2023,687.24,Expense,Car Maintenance
2786,21-07-2023,55.63,Income,Freelance
2787,21-07-2023,128.88,Income,Internet Bill
2788,22-07-2023,392.22,Expense,Salary
2789,22-07-2023,726.33,Income,Salary
2790,22-07-2023,949.46,Expense,Freelance
2791,23-07-2023,880.99,Expense,Groceries
2792,23-07-2023,327.08,Expense,Rent
2793,23-07-2023,22.83,Expense,Freelance
2794,23-07-2023,34.45,Expense,Interest
2795,24-07-2023,185.56,Income,Car Maintenance
2796,24-07-2023,177.6,Income,Groceries
2797,24-07-2023,831.87,Income,Transport
2798,25-07-2023,664.44,Expense,Dining Out
2799,25-07-2023,295.66,Income,Internet Bill
2800,25-07-2023,887.86,Income,Subscriptions
2801,26-07-2023,531.77,Income,Dining Out
2802,26-07-2023,374.15,Income,Coffee
2803,26-07-2023,750.04,Expense,Subscriptions
2804,26-07-2023,188.02,Expense,Salary
2805,27-07-2023,298.79,Expense,Coffee
2806,27-07-2023,774.64,Income,Salary
2807,27-07-2023,588.45,Income,Freelance
2808,28-07-2023,189.28,Income,Internet Bill
2809,28-07-2023,247.04,Expense,Internet Bill
2810,28-07-2023,813.16,Expense,Interest
2811,28-07-2023,28.0,Income,Utilities
2812,28-07-2023,706.17,Expense,Freelance
2813,29-07-2023,939.35,Income,Groceries
2814,29-07-2023,426.47,Expense,Bonus
2815,30-07-2023,473.8,Income,Rent
2816,30-07-2023,203.49,Income,Freelance
2817,31-07-2023,986.15,Expense,Dining Out
2818,31-07-2023,496.78,Expense,Car Maintenance
2819,01-08-2023,624.11,Expense,Freelance
2820,01-08-2023,833.99,Income,Subscriptions
2821,01-08-2023,432.16,Expense,Rent
2822,02-08-2023,398.02,Income,Transport
2823,02-08-2023,497.78,Expense,Rent
2824,02-08-2023,423.02,Income,Freelance
2825,03-08-2023,56.08,Income,Coffee
2826,03-08-2023,691.2,Expense,Transport
2827,04-08-2023,810.94,Income,Rent
2828,04-08-2023,218.06,Income,Bonus
2829,05-08-2023,494.49,Income,Rent
2830,05-08-2023,552.08,Income,Utilities
2831,05-08-2023,367.63,Income,Transport
2832,05-08-2023,716.83,Expense,Transport
2833,06-08-2023,970.37,Expense,Utilities
2834,07-08-2023,764.49,Income,Entertainment
2835,08-08-2023,595.82,Income,Coffee
2836,09-08-2023,482.15,Expense,Salary
2837,09-08-2023,370.1,Expense,Entertainment
2838,09-08-2023,66.92,Income,Rent
2839,09-08-2023,912.01,Income,Subscriptions
2840,09-08-2023,435.24,Expense,Rent
2841,10-08-2023,561.69,Expense,Shopping
2842,10-08-2023,888.39,Income,Entertainment
2843,10-08-2023,467.6,Income,Interest
2844,10-08-2023,125.1,Income,Dining Out
2845,11-08-2023,871.63,Expense,Movies
2846,11-08-2023,459.0,Expense,Movies
2847,12-08-2023,535.48,Income,Entertainment
2848,12-08-2023,493.22,Expense,Dining Out
2849,12-08-2023,482.99,Income,Utilities
2850,13-08-2023,289.51,Expense,Internet Bill
2851,13-08-2023,980.09,Income,Shopping
2852,13-08-2023,265.27,Income,Movies
2853,13-08-2023,499.48,Income,Bonus
2854,14-08-2023,261.06,Income,Bonus
2855,14-08-2023,82.43,Income,Dining Out
2856,14-08-2023,24.22,Income,Freelance
2857,14-08-2023,857.57,Income,Salary
2858,14-08-2023,833.99,Expense,Bonus
2859,15-08-2023,219.31,Income,Transport
2860,15-08-2023,754.53,Expense,Internet Bill
2861,15-08-2023,235.69,Income,Dining Out
2862,15-08-2023,90.06,Income,Utilities
2863,15-08-2023,890.07,Expense,Rent
2864,16-08-2023,304.09,Expense,Shopping
2865,16-08-2023,348.08,Expense,Shopping
2866,17-08-2023,428.03,Expense,Internet Bill
2867,17-08-2023,81.59,Expense,Salary
2868,18-08-2023,482.45,Expense,Bonus
2869,18-08-2023,872.34,Income,Rent
2870,18-08-2023,417.42,Expense,Transport
2871,18-08-2023,799.65,Expense,Shopping
2872,18-08-2023,951.78,Expense,Dining Out
2873,19-08-2023,250.95,Expense,Movies
2874,19-08-2023,422.92,Expense,Shopping
2875,19-08-2023,683.11,Expense,Subscriptions
2876,20-08-2023,454.35,Expense,Rent
2877,20-08-2023,430.95,Income,Bonus
2878,20-08-2023,198.19,Expense,Interest
2879,20-08-2023,924.4,Expense,Transport
2880,20-08-2023,996.17,Income,Dining Out
2881,21-08-2023,411.39,Income,Car Maintenance
2882,21-08-2023,924.67,Income,Subscriptions
2883,22-08-2023,573.24,Expense,Salary
2884,23-08-2023,149.94,Expense,Transport
2885,23-08-2023,218.53,Income,Movies
2886,23-08-2023,178.77,Expense,Coffee
2887,23-08-2023,292.06,Income,Car Maintenance
2888,24-08-2023,49.75,Expense,Transport
2889,24-08-2023,821.03,Expense,Rent
2890,24-08-2023,619.95,Income,Internet Bill
2891,25-08-2023,195.88,Income,Entertainment
2892,25-08-2023,317.54,Income,Utilities
2893,25-08-2023,763.58,Expense,Groceries
2894,25-08-2023,438.79,Income,Bonus
2895,26-08-2023,456.57,Expense,Entertainment
2896,26-08-2023,806.47,Expense,Car Maintenance
2897,27-08-2023,643.37,Income,Interest
2898,27-08-2023,382.06,Income,Interest
2899,27-08-2023,576.06,Income,Groceries
2900,28-08-2023,558.28,Expense,Internet Bill
2901,28-08-2023,733.75,Income,Freelance
2902,29-08-2023,904.59,Income,Dining Out
2903,30-08-2023,385.51,Expense,Movies
2904,30-08-2023,636.67,Income,Subscriptions
2905,31-08-2023,397.37,Expense,Entertainment
2906,01-09-2023,373.7,Income,Dining Out
2907,01-09-2023,949.31,Income,Dining Out
2908,01-09-2023,618.56,Income,Freelance
2909,02-09-2023,312.81,Expense,Internet Bill
2910,02-09-2023,639.6,Income,Shopping
2911,03-09-2023,549.23,Expense,Car Maintenance
2912,03-09-2023,428.57,Income,Bonus
2913,03-09-2023,372.4,Income,Utilities
2914,03-09-2023,807.34,Income,Rent
2915,03-09-2023,864.24,Income,Shopping
2916,04-09-2023,429.65,Income,Shopping
2917,05-09-2023,444.0,Income,Dining Out
2918,05-09-2023,408.11,Income,Car Maintenance
2919,05-09-2023,586.57,Income,Groceries
2920,05-09-2023,618.66,Income,Movies
2921,06-09-2023,567.83,Income,Transport
2922,06-09-2023,337.85,Income,Car Maintenance
2923,07-09-2023,678.12,Expense,Salary
2924,08-09-2023,684.63,Expense,Subscriptions
2925,09-09-2023,528.86,Income,Coffee
2926,09-09-2023,10.76,Expense,Transport
2927,10-09-2023,297.64,Income,Car Maintenance
2928,10-09-2023,687.44,Expense,Groceries
2929,10-09-2023,100.61,Expense,Dining Out
2930,10-09-2023,895.72,Income,Subscriptions
2931,10-09-2023,173.65,Income,Salary
2932,11-09-2023,72.5,Expense,Utilities
2933,11-09-2023,729.74,Expense,Rent
2934,12-09-2023,146.07,Expense,Utilities
2935,12-09-2023,880.84,Expense,Entertainment
2936,12-09-2023,323.64,Expense,Utilities
2937,12-09-2023,657.59,Expense,Coffee
2938,12-09-2023,150.46,Expense,Utilities
2939,13-09-2023,807.26,Expense,Rent
2940,13-09-2023,259.65,Expense,Movies
2941,13-09-2023,505.59,Expense,Dining Out
2942,14-09-2023,975.02,Income,Bonus
2943,14-09-2023,180.65,Income,Internet Bill
2944,14-09-2023,245.69,Expense,Salary
2945,15-09-2023,199.7,Income,Salary
2946,15-09-2023,671.18,Expense,Bonus
2947,16-09-2023,390.73,Income,Groceries
2948,17-09-2023,536.68,Expense,Subscriptions
2949,17-09-2023,578.34,Income,Freelance
2950,17-09-2023,792.94,Income,Movies
2951,17-09-2023,686.26,Income,Freelance
2952,18-09-2023,776.46,Expense,Utilities
2953,18-09-2023,779.93,Expense,Transport
2954,18-09-2023,553.78,Expense,Coffee
2955,18-09-2023,223.09,Expense,Bonus
2956,18-09-2023,367.65,Expense,Subscriptions
2957,19-09-2023,942.53,Expense,Coffee
2958,19-09-2023,892.29,Income,Entertainment
2959,19-09-2023,654.38,Expense,Transport
2960,19-09-2023,903.55,Income,Entertainment
2961,19-09-2023,198.46,Expense,Transport
2962,20-09-2023,275.33,Expense,Shopping
2963,20-09-2023,916.13,Expense,Entertainment
2964,21-09-2023,822.04,Expense,Subscriptions
2965,21-09-2023,737.8,Income,Bonus
2966,22-09-2023,422.87,Expense,Rent
2967,22-09-2023,887.15,Income,Bonus
2968,22-09-2023,290.26,Income,Internet Bill
2969,23-09-2023,835.55,Expense,Interest
2970,23-09-2023,863.7,Income,Bonus
2971,23-09-2023,340.95,Income,Transport
2972,23-09-2023,876.63,Income,Dining Out
2973,24-09-2023,38.93,Income,Transport
2974,24-09-2023,772.05,Income,Interest
2975,24-09-2023,908.53,Income,Internet Bill
2976,24-09-2023,297.25,Income,Bonus
2977,24-09-2023,367.87,Expense,Groceries
2978,25-09-2023,546.54,Expense,Subscriptions
2979,26-09-2023,770.45,Expense,Movies
2980,27-09-2023,987.42,Expense,Rent
2981,27-09-2023,269.11,Income,Utilities
2982,28-09-2023,28.46,Income,Shopping
2983,29-09-2023,194.18,Income,Subscriptions
2984,29-09-2023,451.37,Expense,Bonus
2985,29-09-2023,980.21,Income,Salary
2986,29-09-2023,963.61,Income,Entertainment
2987,30-09-2023,406.59,Expense,Movies
2988,30-09-2023,297.57,Income,Groceries
2989,30-09-2023,854.17,Expense,Movies
2990,30-09-2023,966.2,Income,Transport
2991,01-10-2023,340.45,Income,Movies
2992,02-10-2023,909.3,Expense,Movies
2993,03-10-2023,554.43,Income,Bonus
2994,03-10-2023,202.98,Expense,Rent
2995,04-10-2023,961.02,Expense,Internet Bill
2996,04-10-2023,689.28,Expense,Entertainment
2997,04-10-2023,199.89,Income,Freelance
2998,04-10-2023,467.9,Expense,Freelance
2999,05-10-2023,868.8,Income,Groceries
3000,05-10-2023,937.54,Expense,Subscriptions
3001,05-10-2023,675.99,Expense,Shopping
3002,06-10-2023,920.43,Expense,Internet Bill
3003,07-10-2023,398.73,Income,Car Maintenance
3004,07-10-2023,818.55,Expense,Bonus
3005,07-10-2023,327.0,Income,Movies
3006,07-10-2023,503.31,Expense,Rent
3007,07-10-2023,666.71,Expense,Car Maintenance
3008,08-10-2023,609.37,Income,Utilities
3009,08-10-2023,980.53,Income,Interest
3010,08-10-2023,280.41,Income,Rent
3011,09-10-2023,144.07,Expense,Interest
3012,10-10-2023,672.16,Expense,Car Maintenance
3013,11-10-2023,213.74,Expense,Car Maintenance
3014,11-10-2023,50.87,Expense,Entertainment
3015,11-10-2023,411.14,Expense,Internet Bill
3016,12-10-2023,62.68,Income,Movies
3017,12-10-2023,791.97,Expense,Transport
3018,12-10-2023,589.56,Expense,Freelance
3019,13-10-2023,49.11,Expense,Groceries
3020,14-10-2023,333.1,Expense,Coffee
3021,14-10-2023,654.1,Expense,Dining Out
3022,15-10-2023,105.14,Income,Shopping
3023,16-10-2023,726.47,Income,Car Maintenance
3024,17-10-2023,968.23,Expense,Salary
3025,17-10-2023,605.22,Expense,Salary
3026,17-10-2023,408.29,Income,Freelance
3027,18-10-2023,347.83,Expense,Subscriptions
3028,18-10-2023,646.19,Income,Interest
3029,18-10-2023,583.64,Income,Transport
3030,18-10-2023,613.48,Income,Shopping
3031,19-10-2023,105.69,Income,Subscriptions
3032,19-10-2023,156.82,Expense,Dining Out
3033,20-10-2023,648.64,Income,Shopping
3034,21-10-2023,364.9,Expense,Subscriptions
3035,21-10-2023,341.01,Income,Freelance
3036,22-10-2023,767.37,Income,Salary
3037,22-10-2023,520.74,Income,Entertainment
3038,23-10-2023,768.66,Expense,Transport
3039,23-10-2023,588.96,Expense,Bonus
3040,24-10-2023,932.88,Income,Utilities
3041,24-10-2023,200.3,Income,Groceries
3042,25-10-2023,966.46,Expense,Rent
3043,26-10-2023,241.28,Expense,Dining Out
3044,27-10-2023,748.62,Expense,Dining Out
3045,28-10-2023,351.93,Expense,Transport
3046,28-10-2023,177.99,Expense,Dining Out
3047,28-10-2023,425.89,Income,Groceries
3048,28-10-2023,176.86,Expense,Shopping
3049,29-10-2023,972.28,Expense,Salary
3050,30-10-2023,526.55,Income,Coffee
3051,30-10-2023,421.49,Income,Bonus
3052,30-10-2023,573.74,Income,Rent
3053,30-10-2023,102.1,Income,Shopping
3054,31-10-2023,648.25,Income,Interest
3055,31-10-2023,687.39,Expense,Transport
3056,31-10-2023,828.76,Expense,Rent
3057,31-10-2023,786.37,Expense,Shopping
3058,01-11-2023,762.23,Income,Groceries
3059,01-11-2023,284.05,Income,Salary
3060,02-11-2023,719.36,Expense,Coffee
3061,02-11-2023,729.94,Income,Utilities
3062,02-11-2023,305.26,Expense,Dining Out
3063,03-11-2023,156.81,Income,Dining Out
3064,03-11-2023,899.25,Income,Bonus
3065,03-11-2023,953.3,Income,Transport
3066,03-11-2023,945.37,Income,Utilities
3067,04-11-2023,594.58,Income,Interest
3068,04-11-2023,25.18,Expense,Dining Out
3069,04-11-2023,900.82,Income,Groceries
3070,04-11-2023,536.14,Income,Internet Bill
3071,04-11-2023,163.41,Income,Subscriptions
3072,05-11-2023,322.71,Income,Coffee
3073,05-11-2023,66.02,Income,Bonus
3074,05-11-2023,715.76,Income,Groceries
3075,05-11-2023,482.78,Income,Movies
3076,05-11-2023,19.33,Income,Bonus
3077,06-11-2023,392.59,Income,Transport
3078,06-11-2023,625.88,Expense,Subscriptions
3079,07-11-2023,485.03,Expense,Bonus
3080,07-11-2023,705.91,Expense,Shopping
3081,07-11-2023,426.94,Expense,Utilities
3082,08-11-2023,989.19,Expense,Groceries
3083,08-11-2023,82.26,Income,Freelance
3084,08-11-2023,470.28,Income,Groceries
3085,08-11-2023,902.67,Expense,Internet Bill
3086,09-11-2023,680.98,Income,Dining Out
3087,09-11-2023,692.51,Income,Shopping
3088,09-11-2023,562.79,Income,Transport
3089,09-11-2023,809.36,Expense,Rent
3090,09-11-2023,569.66,Expense,Movies
3091,10-11-2023,229.62,Expense,Dining Out
3092,11-11-2023,918.17,Income,Salary
3093,11-11-2023,514.0,Expense,Internet Bill
3094,11-11-2023,974.18,Expense,Salary
3095,11-11-2023,165.07,Expense,Transport
3096,12-11-2023,471.81,Expense,Bonus
3097,12-11-2023,883.48,Income,Subscriptions
3098,12-11-2023,949.97,Expense,Movies
3099,13-11-2023,48.96,Income,Movies
3100,13-11-2023,195.45,Expense,Entertainment
3101,13-11-2023,311.02,Expense,Dining Out
3102,13-11-2023,861.49,Income,Subscriptions
3103,13-11-2023,458.93,Expense,Coffee
3104,14-11-2023,946.77,Expense,Car Maintenance
3105,15-11-2023,390.13,Expense,Freelance
3106,15-11-2023,532.21,Expense,Bonus
3107,15-11-2023,267.6,Expense,Entertainment
3108,15-11-2023,667.45,Income,Car Maintenance
3109,16-11-2023,559.07,Expense,Bonus
3110,17-11-2023,403.5,Income,Shopping
3111,17-11-2023,708.59,Expense,Transport
3112,18-11-2023,421.53,Income,Rent
3113,18-11-2023,408.14,Expense,Entertainment
3114,18-11-2023,700.61,Income,Groceries
3115,18-11-2023,539.44,Expense,Dining Out
